NAME OF DATA ELEMENT,developer-friendly name,VARIABLE NAME,API data type,VALUE,LABEL
Bachelor's degree in Engineering Technologies And Engineering-Related Fields.,program.bachelors.engineering_technology,CIP15BACHL,integer,,
"Certificate of less than one academic year in Foreign Languages, Literatures, And Linguistics.",program.certificate_lt_1_yr.language,CIP16CERT1,integer,,
"Certificate of at least one but less than two academic years in Foreign Languages, Literatures, And Linguistics.",program.certificate_lt_2_yr.language,CIP16CERT2,integer,,
"Associate degree in Foreign Languages, Literatures, And Linguistics.",program.assoc.language,CIP16ASSOC,integer,,
"Award of more than two but less than four academic years in Foreign Languages, Literatures, And Linguistics.",program.certificate_lt_4_yr.language,CIP16CERT4,integer,,
"Bachelor's degree in Foreign Languages, Literatures, And Linguistics.",program.bachelors.language,CIP16BACHL,integer,,
Certificate of less than one academic year in Family And Consumer Sciences/Human Sciences.,program.certificate_lt_1_yr.family_consumer_science,CIP19CERT1,integer,,
Certificate of at least one but less than two academic years in Family And Consumer Sciences/Human Sciences.,program.certificate_lt_2_yr.family_consumer_science,CIP19CERT2,integer,,
Associate degree in Family And Consumer Sciences/Human Sciences.,program.assoc.family_consumer_science,CIP19ASSOC,integer,,
Award of more than two but less than four academic years in Family And Consumer Sciences/Human Sciences.,program.certificate_lt_4_yr.family_consumer_science,CIP19CERT4,integer,,
Bachelor's degree in Family And Consumer Sciences/Human Sciences.,program.bachelors.family_consumer_science,CIP19BACHL,integer,,
Certificate of less than one academic year in Legal Professions And Studies.,program.certificate_lt_1_yr.legal,CIP22CERT1,integer,,
Certificate of at least one but less than two academic years in Legal Professions And Studies.,program.certificate_lt_2_yr.legal,CIP22CERT2,integer,,
Associate degree in Legal Professions And Studies.,program.assoc.legal,CIP22ASSOC,integer,,
Award of more than two but less than four academic years in Legal Professions And Studies.,program.certificate_lt_4_yr.legal,CIP22CERT4,integer,,
Bachelor's degree in Legal Professions And Studies.,program.bachelors.legal,CIP22BACHL,integer,,
Certificate of less than one academic year in English Language And Literature/Letters.,program.certificate_lt_1_yr.english,CIP23CERT1,integer,,
Certificate of at least one but less than two academic years in English Language And Literature/Letters.,program.certificate_lt_2_yr.english,CIP23CERT2,integer,,
Associate degree in English Language And Literature/Letters.,program.assoc.english,CIP23ASSOC,integer,,
Award of more than two but less than four academic years in English Language And Literature/Letters.,program.certificate_lt_4_yr.english,CIP23CERT4,integer,,
Bachelor's degree in English Language And Literature/Letters.,program.bachelors.english,CIP23BACHL,integer,,
"Certificate of less than one academic year in Liberal Arts And Sciences, General Studies And Humanities.",program.certificate_lt_1_yr.humanities,CIP24CERT1,integer,,
"Certificate of at least one but less than two academic years in Liberal Arts And Sciences, General Studies And Humanities.",program.certificate_lt_2_yr.humanities,CIP24CERT2,integer,,
"Associate degree in Liberal Arts And Sciences, General Studies And Humanities.",program.assoc.humanities,CIP24ASSOC,integer,,
"Award of more than two but less than four academic years in Liberal Arts And Sciences, General Studies And Humanities.",program.certificate_lt_4_yr.humanities,CIP24CERT4,integer,,
"Bachelor's degree in Liberal Arts And Sciences, General Studies And Humanities.",program.bachelors.humanities,CIP24BACHL,integer,,
Certificate of less than one academic year in Library Science.,program.certificate_lt_1_yr.library,CIP25CERT1,integer,,
Certificate of at least one but less than two academic years in Library Science.,program.certificate_lt_2_yr.library,CIP25CERT2,integer,,
Associate degree in Library Science.,program.assoc.library,CIP25ASSOC,integer,,
Award of more than two but less than four academic years in Library Science.,program.certificate_lt_4_yr.library,CIP25CERT4,integer,,
Bachelor's degree in Library Science.,program.bachelors.library,CIP25BACHL,integer,,
Certificate of less than one academic year in Biological And Biomedical Sciences.,program.certificate_lt_1_yr.biological,CIP26CERT1,integer,,
Certificate of at least one but less than two academic years in Biological And Biomedical Sciences.,program.certificate_lt_2_yr.biological,CIP26CERT2,integer,,
Associate degree in Biological And Biomedical Sciences.,program.assoc.biological,CIP26ASSOC,integer,,
Award of more than two but less than four academic years in Biological And Biomedical Sciences.,program.certificate_lt_4_yr.biological,CIP26CERT4,integer,,
Bachelor's degree in Biological And Biomedical Sciences.,program.bachelors.biological,CIP26BACHL,integer,,
Certificate of less than one academic year in Mathematics And Statistics.,program.certificate_lt_1_yr.mathematics,CIP27CERT1,integer,,
Certificate of at least one but less than two academic years in Mathematics And Statistics.,program.certificate_lt_2_yr.mathematics,CIP27CERT2,integer,,
Associate degree in Mathematics And Statistics.,program.assoc.mathematics,CIP27ASSOC,integer,,
Award of more than two but less than four academic years in Mathematics And Statistics.,program.certificate_lt_4_yr.mathematics,CIP27CERT4,integer,,
Bachelor's degree in Mathematics And Statistics.,program.bachelors.mathematics,CIP27BACHL,integer,,
Certificate of less than one academic year in Military Technologies And Applied Sciences.,program.certificate_lt_1_yr.military,CIP29CERT1,integer,,
Certificate of at least one but less than two academic years in Military Technologies And Applied Sciences.,program.certificate_lt_2_yr.military,CIP29CERT2,integer,,
Associate degree in Military Technologies And Applied Sciences.,program.assoc.military,CIP29ASSOC,integer,,
Award of more than two but less than four academic years in Military Technologies And Applied Sciences.,program.certificate_lt_4_yr.military,CIP29CERT4,integer,,
Bachelor's degree in Military Technologies And Applied Sciences.,program.bachelors.military,CIP29BACHL,integer,,
Certificate of less than one academic year in Multi/Interdisciplinary Studies.,program.certificate_lt_1_yr.multidiscipline,CIP30CERT1,integer,,
Certificate of at least one but less than two academic years in Multi/Interdisciplinary Studies.,program.certificate_lt_2_yr.multidiscipline,CIP30CERT2,integer,,
Associate degree in Multi/Interdisciplinary Studies.,program.assoc.multidiscipline,CIP30ASSOC,integer,,
Award of more than two but less than four academic years in Multi/Interdisciplinary Studies.,program.certificate_lt_4_yr.multidiscipline,CIP30CERT4,integer,,
Bachelor's degree in Multi/Interdisciplinary Studies.,program.bachelors.multidiscipline,CIP30BACHL,integer,,
"Certificate of less than one academic year in Parks, Recreation, Leisure, And Fitness Studies.",program.certificate_lt_1_yr.parks_recreation_fitness,CIP31CERT1,integer,,
"Certificate of at least one but less than two academic years in Parks, Recreation, Leisure, And Fitness Studies.",program.certificate_lt_2_yr.parks_recreation_fitness,CIP31CERT2,integer,,
"Associate degree in Parks, Recreation, Leisure, And Fitness Studies.",program.assoc.parks_recreation_fitness,CIP31ASSOC,integer,,
"Award of more than two but less than four academic years in Parks, Recreation, Leisure, And Fitness Studies.",program.certificate_lt_4_yr.parks_recreation_fitness,CIP31CERT4,integer,,
"Bachelor's degree in Parks, Recreation, Leisure, And Fitness Studies.",program.bachelors.parks_recreation_fitness,CIP31BACHL,integer,,
Certificate of less than one academic year in Philosophy And Religious Studies.,program.certificate_lt_1_yr.philosophy_religious,CIP38CERT1,integer,,
Certificate of at least one but less than two academic years in Philosophy And Religious Studies.,program.certificate_lt_2_yr.philosophy_religious,CIP38CERT2,integer,,
Associate degree in Philosophy And Religious Studies.,program.assoc.philosophy_religious,CIP38ASSOC,integer,,
Award of more than two but less than four academic years in Philosophy And Religious Studies.,program.certificate_lt_4_yr.philosophy_religious,CIP38CERT4,integer,,
Bachelor's degree in Philosophy And Religious Studies.,program.bachelors.philosophy_religious,CIP38BACHL,integer,,
Certificate of less than one academic year in Theology And Religious Vocations.,program.certificate_lt_1_yr.theology_religious_vocation,CIP39CERT1,integer,,
Certificate of at least one but less than two academic years in Theology And Religious Vocations.,program.certificate_lt_2_yr.theology_religious_vocation,CIP39CERT2,integer,,
Associate degree in Theology And Religious Vocations.,program.assoc.theology_religious_vocation,CIP39ASSOC,integer,,
Award of more than two but less than four academic years in Theology And Religious Vocations.,program.certificate_lt_4_yr.theology_religious_vocation,CIP39CERT4,integer,,
Bachelor's degree in Theology And Religious Vocations.,program.bachelors.theology_religious_vocation,CIP39BACHL,integer,,
Certificate of less than one academic year in Physical Sciences.,program.certificate_lt_1_yr.physical_science,CIP40CERT1,integer,,
Certificate of at least one but less than two academic years in Physical Sciences.,program.certificate_lt_2_yr.physical_science,CIP40CERT2,integer,,
Associate degree in Physical Sciences.,program.assoc.physical_science,CIP40ASSOC,integer,,
Award of more than two but less than four academic years in Physical Sciences.,program.certificate_lt_4_yr.physical_science,CIP40CERT4,integer,,
Bachelor's degree in Physical Sciences.,program.bachelors.physical_science,CIP40BACHL,integer,,
Certificate of less than one academic year in Science Technologies/Technicians.,program.certificate_lt_1_yr.science_technology,CIP41CERT1,integer,,
Certificate of at least one but less than two academic years in Science Technologies/Technicians.,program.certificate_lt_2_yr.science_technology,CIP41CERT2,integer,,
Associate degree in Science Technologies/Technicians.,program.assoc.science_technology,CIP41ASSOC,integer,,
Award of more than two but less than four academic years in Science Technologies/Technicians.,program.certificate_lt_4_yr.science_technology,CIP41CERT4,integer,,
Bachelor's degree in Science Technologies/Technicians.,program.bachelors.science_technology,CIP41BACHL,integer,,
Certificate of less than one academic year in Psychology.,program.certificate_lt_1_yr.psychology,CIP42CERT1,integer,,
Certificate of at least one but less than two academic years in Psychology.,program.certificate_lt_2_yr.psychology,CIP42CERT2,integer,,
Associate degree in Psychology.,program.assoc.psychology,CIP42ASSOC,integer,,
Award of more than two but less than four academic years in Psychology.,program.certificate_lt_4_yr.psychology,CIP42CERT4,integer,,
Bachelor's degree in Psychology.,program.bachelors.psychology,CIP42BACHL,integer,,
"Certificate of less than one academic year in Homeland Security, Law Enforcement, Firefighting And Related Protective Services.",program.certificate_lt_1_yr.security_law_enforcement,CIP43CERT1,integer,,
"Certificate of at least one but less than two academic years in Homeland Security, Law Enforcement, Firefighting And Related Protective Services.",program.certificate_lt_2_yr.security_law_enforcement,CIP43CERT2,integer,,
"Associate degree in Homeland Security, Law Enforcement, Firefighting And Related Protective Services.",program.assoc.security_law_enforcement,CIP43ASSOC,integer,,
"Award of more than two but less than four academic years in Homeland Security, Law Enforcement, Firefighting And Related Protective Services.",program.certificate_lt_4_yr.security_law_enforcement,CIP43CERT4,integer,,
"Bachelor's degree in Homeland Security, Law Enforcement, Firefighting And Related Protective Services.",program.bachelors.security_law_enforcement,CIP43BACHL,integer,,
Certificate of less than one academic year in Public Administration And Social Service Professions.,program.certificate_lt_1_yr.public_administration_social_service,CIP44CERT1,integer,,
